Title,Ingredients,Loves,kategori
Sate krengseng #kitaberbagi,"500 gr daging kambing--(Daging dipotong, atau d sayat2 kemudian bngkus dg daun pepaya)--(Masukkan ke kulkas, smbil kita membuat bumbu)--Bumbu halus--10 siung bawang merah--8 siung bawang putih--1/2 sdt jinten--1 sdt ketumbar bubuk--1/2 sdt bubuk kunyit--2 ruas lengkuas--1 sdt cabe bubuk--Bumbu pelengkap--2 sdm kecap bang*--2 btg sere (geprek)--6 lbr daun jeruk (sobek2)--1 bungkul bawang bombay iris kasar--Penyedap rasa/gulgar--",10,kambing
Nasi Mandhi (Mandhi Lahm) #KitaBerbagi,"Bahan A:--1,5 kg daging kambing--1500 ml air--3 lbr daun salam--3 btg kayu manis--1 ruas jahe,geprek--2 sdm garam masala--Bahan B(Bumbu Daging Goreng):--1,5 sdm asam jawa--50 ml air--Garam--Minyak--Mentega--Bahan C(Nasi Mandhi):--1 kg beras basmati (rendam 1jam)--1 bh bawang bombay besar, iris--8 siung bawang putih, geprek--3 btg kayu manis--10 bh cengkeh--12 bh kapulaga arab--5 bh bungan pekak(lawang)--1 bh pala utuh, geprek--1 sdm jintan bubuk--3 sdm garam masala--2 bh tomat potong sesuai selera--1300 ml air kaldu (dari bahan A)--Garam, Merica--Minyak--1 sdt bubuk kunyit+5 sdm air matang, larutkan--Bahan Sambal Tomat:--2 bh cabe rawit setan--2 bh cabe merah keriting--1 bh tomat--1 sdm air jeruk lemon--Garam, Gula--Pelengkap:--Kismis (jika suka)--Bawang goreng--",23,kambing
Mandhi briyani,I liter beras basmati--250 ons daging kambing muda--2 sendok minyak samin--2 sendok makan Bumbu nasi mandhi--Bahan pelengkap--2 butir Kapulaga--2 butir Cengkeh--cm Kayu manis.2--1000 ml air--Taburan bawang goreng--,7,kambing
Sate daging,"Secukupnya daging sapi/ kambing--Secukupnya kecap--Bawang merah--Cabe--Jeruk lemon--Ketumbar--Bawang putih--Nanas--Tusukan sate--Arang--Kacang tanah goreng diblender halus/kasar,sesuai selera--",13,kambing
Nasi Kebuli Ayam,Bahan untuk--1/2 kg  ayam/kambing--22 siung Bawang merah--8 siung Bawang putih--1 buah Bombay kecil--8 biji Cengkeh--1 ruas jari jahe lalu diparut--secukupnya Garam--1/4 buah Kayu manis  dikupas lagi ambil 2 aja--5 biji Kapulaga--1 buah sereh dan digeprek--2 lembar daun pandan--2 tangkai Daun koro belek--2 sdm munjung bumbu kebuli bubuk--1 bgks Santan--,21,kambing
Kikil balado cabai hijau,1 bungkus kikil sapi--Bungkus Kikil kambing--5 buah Cabai hijau--secukupnya Cabai rawit dan merah--3 siung Bawang putih--5 siung Bawang merah--secukupnya Minyak--2 helai Daun jeruk--sedikit Kecap manis--1 Masako--secukupnya Garam--secukupnya Air--,4,kambing
Nasi kebuli rumahan,"2 canting  beras--200 gr daging sapi/kambing (potong kecil)--1 buah bawang bombai (cincang kasar)--8 siung bawang merah (cincang kasar)--8 siung bawang putih (cincang kasar)--2 siung bawang putih (cincang kasar, untuk menumis daging)--350 ml santan--secukupnya kismis (opsional)--secukupnya saus tiram--secukupnya minyak untuk menumis--bumbu halus :--1 sdt lada--3 butir cengkeh--sedikit biji pala--2 ruas jahe--1 sdt kayu manis bubuk--4 butir kapulaga--1/2 buah pekak / bunga lawang--",3,kambing
Tengkleng iga,1 kg iga sapi (boleh di ganti kambing)--1 liter santan--1 liter air--Secukupnya minyak goreng--7 bawang merah--7 bawang putih--3 butir kemiri--Secukupnya ketumbar--Secukupnya merica / lada--Secukupnya jahe--Secukupnya kunyit--Secukupnya lengkuas--3 lembar daun salam--3 lembar daun jeruk--1 batang sereh--15 cabe rawit (sesuai selera)--3 buah cabe keriting--Jeruk nipis--Secukupnya gula merah--Secukupnya garam--Secukupnya kecap manis--,15,kambing
Lontong Sayur ala uwo,Lontong nya bisa buat sendiri atau beli di pasar yaaa.... 😊😊--nangka sayur di cuci d rebus sampai lembut (1 bungkus +-1/2 kg)--50 gr kacang tanah goreng kemudian haluskan--1 sdm bumbu masak kambing--1 lbr daun kunyit di iris halus--4 lbr daun jeruk purut di iris halus--500 gr Santan kental--250 gr santan encer--secukupnya gula dan garam--Bahan di haluskan:--14 siung bawang putih--10 butir bawang merah--2 ruas laos--2 ruas jahe--2 ruas kunyit--Cabe merah dan cabe rawit banyaknya sesuai selera ya--ketumbar campur (tanpa kayu manis) di sangrai--,3,kambing
Sop daging + emes anti gagal,1 ons daging (boleh sapi / kambing) sesuka hati ya--1 bh wortel--3 bh emes hijau--3 bh putri (jagung mentah)--3 lmbr kol--3 lmbr seledri--3 bawang merah--2 bawang putih--1 tomat--2 lmbr daun salam--garam--lada (aku pakai merk ladaku😁)--penyedap rasa--,3,kambing
Gulai Cincang Ayam,"500 gram ayam potong kecil (me: 1ruas jari)--750 ml air--250 ml santan kental--1 buah bunga lawang--1 buah kapulaga--1 buah asam kandis--1 ruas jari lengkuas--2 cm kayu manis--2 lembar daun kunyit (ikat simpul)--4 lembar daun jeruk--2 batang serai (geprek, ikat simpul)--2 sdm bubuk kambing--secukupnya minyak--secukupnya gulgar--bumbu halus:--50 gram cabe kering--10 buah cabe rawit--10 siung bawang merah--5 siung bawang putih--1 ruas jari kunyit--1 ruas jari jahe--1 buah pala (kalau besar pake setengah aja)--1 sdm ketumbar--",15,kambing
Tong seng hati asam man is,1/2 kg hati kambing--5 siung Bawang putih--3 siung Bawang merah--10 biji Cabe kecil--3 biji Kemiri--1 potong Lengkuas--2 potong Have--1 atau 2 buah Tomat--2 lembar daun salam--Serai--1 sdm ketumbar--1 sdt merica--selera Garam sasuai--sesuai selera Micin--,2,kambing
Tips mengempukkan daging,"1-2 butir kemiri utuh berkulit (jumlah disesuaikan)--sesuai seleras daging (sapi,kambing,bebek,mentok,ayam kampung,ayam petelur)--secukupnya  air untuk merebus--",13,kambing
Mie kwantong vegan,"3 pc mie ekomie--1 bh wortel--1 btg chaisim--1 bh mutton (daging kambing vegetarian)--1 kuntum jamur hioko kering, rendam--2 sdm tapioka--minyak goreng--garam--penyedap jamur--lada bubuk--1 sdm saos tiram vegetarian maggi--",0,kambing
Sup tulang,1/2 kg tulang sapi/kambing. dipresto hingga empuk & tiriskan--1 ¹/² liter air--1 batang daun bawang dipotong kecil--bawang goreng--secuil kayu manis(optional)--Secukupnya garam--sesuai selera gula--bumbu yg dihaluskan:--3 bawang putih--2 bawang merah--secuil pala--1/4 sdt merica bulat--,3,kambing
Mutton curry (india 🇮🇳),1 kg daging kambing bertulang--100 gram yogurt--5 Siung bawang putih--10 siung bawang Merah--3 cm jahe--1 sdm jinten--1 sdm ketumbar--5 butir cengkeh--5 butir kapulaga--2 cm kunyit--10 buah cabe Merah--2 lembar daun Bay--1 batang kayu manis--1 siung bawang Bombay--Secukupnya garam--Secukupnya minyak--1 sdt gula--500 ml air--,22,kambing
Nasi Biryani... 😀 Biryani Laham.. Lazis.. 😋,"400 gr beras basmati--2 bh paha kambing muda--1 liter air untuk presto--bumbu halus 1:--2 bh cabe merah besar--3 siung bawangputih--5 cm jahe--3 siung bawangmerah--bumbu halus 2 :--2,5 sdt jinten putih bubuk--1 sdt kapulaga bubuk--1,5 sdt garam--1/2 sdt ketumbar bubuk--1/4 sdt lada hitam--1/4 sdt merica--1 sdt kayumanis bubuk--15 cm kunyit--secukupnya adas putih (fennelseeds)--bumbu kering :--4 cm kayumanis--1 batang sereh uk besar--1 bh bawang bombay besar--5 butir adas--8 butir cengkeh--4 butir kembang lawang--8 butir kapulaga hijau--3 bh cabe hijau--",15,kambing
Sop bakso,100 gr daging /iga sapi/ kambing--1 buah wortel--1/2 buah kentang--3 lembar kobis--1 ikat daun bawang--2 buah seledri--1/2 buah tomat--bumbu halus--4 bawang merah--2 bawang putih--1/2 sdt merica--1/2 sdt garam--,3,kambing
Jus Kurma Susu,7 buah kurma buang bijinya--1 kaleng susu beruang/kambing--Secukupnya air u merendam kurma--Secukupnya es batu blok--,15,kambing
#kitaberbagi Rendang mantapz dan tips supaya daging empuk,"1 kg daging sapi has--3 cm jahe--3 cm kunyit--3 lembar daun kunyit--3 lembar daun salam--3 bonggol serai dikeprek--3 iris laos keprek juga--5 siung bawang merah di iris--bumbu alusin:--10 siung bawang merah--35 gr bawang putih--1 sdm ketumbar--1 ons cabe merah kriting (sesuai selera, ini pedeees lo--10 buah cabe merah kecil2 kalo pedes tambahin aja--5 butir kemiri--1 sdt garem--1 sdt masako,--1 sdt miwon--75 gr gula aren--1 sdm gula pasir--1 L santen cair encer--200 ml santen kentel kanil--1/2 buah nanas parut untuk ngempukin daging sapi/kambing--1 bungkus bumbu siap saji rendang dari indofood untuk bau khasny--",55,kambing
Biryani Super Easy & Tasty,"2 cup beras, masak seperti biasa tetapi air dikurangi--Rebusan daging :--300 gram daging sapi atau kambing atau ayam potong memanjang--5 cm jahe, dicuci lalu geprek--2 butir cengkeh--secukupnya Air--Bumbu :--50 gram bawang bombay potong kotak--3 butir bawang putih cincang--1/2 sachet bumbu gulai siap pakai merk Indofood--1 tsp Garam Masala bubuk (jangan di-skip)--2 tbsp minyak samin--1 tbsp butter/margarin--1 buah tomat buang isinya potong dadu--1 tbsp penyedap jamur--1 tsp gula pasir--3 lembar bay leaf (bisa diganti daun salam)--2 butir cengkeh--2 butir kapulaga hijau digeprek (bisa ganti kapulaga biasa)--1 cup atau 100 ml yoghurt tawar kental (saya pakai merk biokul)--100 ml air kaldu dari rebusan daging--3 tbsp bawang goreng siap pakai--",5,kambing
DaGinG MasaK SanGaRbaNda,"250 gr daging sapi atau kambing, potong"" sesuai selera--1/2 buah kelapa parut, ambil santan--bumbu halus:--2 buah lombok merah--1 cm kunyit--1 batang serai--2 cm lengkuas--1 sdm ketumbar--1 sdt merica--10 siung bawang merah--4 siung bawang putih--secukupnya garam--minyak untuk menumis--",2,kambing
Cincang ayam,1 kg ayam potong kecil (cincang)--1/2 kg santan kental--6 lembar daun jeruk--2 batang sereh--2 lembar daun kunyit--4 siung bawang merah iris--1 ruas laja / lengkuas--1 buah kapulaga--3 buah cengkeh--1 bunga lawang utuh--1/4 sdt kayu manis bubuk--1 sdt bumbu kambing bubuk--600 ml air--Bumbu halus :--6 siung bawang putih--50 gram cabe merah keriting (bisa ditambah jika ingin lebih pedas)--1 ruas jahe ukuran sedang (ukuran ibu jari)--50 ml minyak untuk menumis--Salt and sugar (sesuaikan)--,7,kambing
Gulai Daging 2,"1 kg daging sapi/kambing sudah siap masak--1 buah kelapa ambil santannya--1 bks Bumbu gulai instant dr pasar--Bumbu yg dihaluskan 1 :--15 btr bawang merah--6 btr bawang putih--Bumbu halus 2 :--10 btr cabe merah buang bijinya (agar kuah merah)--1/2 sdt merica--2 sdm ketumbar--1 sdt jinten--1 ruas kunyit--1/2 jari jahe--1/2 sdt adas manis--Bumbu lain :--1 btg Daun kunyit--3 lbr Daun jeruk, iris halus--2 Sereh peprek--2 salam--1 ruas jari laos peprek--4 kapulaga--10 cengkeh--1/2 jari kayu manis--",10,kambing
Daging masak kecap,"1/2 kg daging sapi/kambing--5 siung bawang merah--3 siung bawang putih--1 ruas jahe--secukupnya cabe rawit (saya skip)--1 buah cabe merah besar--secukupnya gula, garam, merica--2-3 sdm kecap manis--secukupnya air--",35,kambing
Nasi Kebuli Sapi Slow Cooker,"500 gr daging sapi (bisa juga kambing), potong sesuai selera--750 gr beras bismati--2 sachet bumbu gulai instant--1 biji bawang bombay, iris--10 butir bawang merah, iris--1 sdm garlic powder--5 biji kapolaga--5 butir cengkeh--1 batang kayu manis--Secukupnya garam dan gula pasir--1 liter air (bisa lebih jika sudah masuk beras)--2 sdm butter untuk menumis--1 sdm minyak sayur--Sejumput safron (bisa skip)--3 sdm minyak samin--",6,kambing
Sate Manis Palembang,"1/2 kg daging (bisa sapi, ayam, kambing)--bumbu haluskan--2 buah gula merah--7 siung bawang merah--5 siung bawang putih--2 sendok makan ketumbar--1 sedok teh garam--1 sendok teh merica--1 sendok makan penyedap totole--1/4 nanas madu haluskan--5 sendok makan kecap manis/secukupnya--1 sendok makan asam Jawa, lumerkan dgn sedikit air--",10,kambing
Briani russmandi,2 kg daging kambing--5 cup basmati (beras arab) cuci bersih--3 buah bawang bombay--bumbu halus :--8 siung bawang. merah--8 siung bawang. putih--1 ruas kunyit--1 ruas jahe--1 sdt jinten sangrai--1 sdt lada sangrai--1 btg kayu manis--3 biji cengkeh--3 biji kapolaga--1 sct kaldu bubuk sapi--secukupnya garam--,6,kambing
Bakso tanpa tepung (Keto Friendly),"1 kg Daging sapi setengah beku--10 butir putih telur--5 sdm bawang putih goreng (saya pakai 2 sdm bawang putih goreng dan 4 siung bawang putih dicacah dan digoreng)--5 sdt garam--2 sdt merica--sesuai selera Isian  (saya pakai cabe rawit, keju potong dadu, telur puyuh rebus, lemak kambing potong dadu)--",26,kambing
Kare kacang hijau,"1/4 kg kacang hijau presto sampai empuk--1/2 kg daging kambing beserta tulang atau kaki kambing / sapi deh klo ngak ada, godok yg empuk--1 buah tomat--2 sm bumbu kare / gule bubuk--4 butir cengkeh, sedikit pala--1 ruas jari keningar--bumbu yg dihaluskan--10 siung bawang merah--7 siung bwh putih--2 . ibu jari jahe--3 sm ketumbar--1 st merica--2 st jinten--4 buah lombok besar--3 buah cabe rawit--2 batang daun kare--2 bungkus santen kara/ santan dr 1/2 buah kelapa--secukupnya bawang goreng--secukupnya garam dan. penyedap--",8,kambing
Nasi Becek (khas Nganjuk),"500 gram daging kambing+jeroan--500 ml santan encer--3 sdm minyak untuk menumis--1 batang serai, memarkan--3 lembar daun jeruk--1 batang kyu manis, panggang--300 ml santan kental--2 butir kapulaga--bumbu halus =--1 sdt garam--1 sdt gula pasir--5 siung bawang merah--3 siung bawang putih--5 butir kemiri sangrai--1 sdt ketumbar bubuk--1 sdt merica--1 ruas jari jahe bakar--1 ruas jari kunyit bakar--1 ruas jari kencur--1 ruas jari lengkuas--5 lembar daun jeruk--pelengkap =--cabaik untuk lalapan--irisan kol, kucai--kecambah--irisan jeruk nipis--sate kambing bumbu kacang--",2,kambing
Nasi Kabsah,"12 cup Beras Basmati, rendam 1 jam--1 kilo Daging sapi (harusnya kambing) di potong2 kecil--280 ml Pasta Tomat--24 buah Cabe merah--10 lembar Daun salam--10 batang Sereh--8 buah Cengkeh--10 buah Kapulaga--5 buah Bunga lawang--5 sdm Bumbu kari instan--1 sdm Garam Masala--1 sdm Kaldu bubuk--2 liter Air--secukupnya Gula dan garam--secukupnya Kismis--Bumbu dirajang halus :--30 siung Bawang merah--15 siung Bawang putih--2 Buah Bawang bombay--2 buah Tomat, rebus, potong kotak--",85,kambing
Empal Gentong Iga Sapi,"1 kg iga sapi (atau daging kambing, lidah sapi dll)--Haluskan:--9 siung bawang merah--6 siung bawang putih--7 butir kemiri, sangrai--5 ruas jari kunyit--2 ruas jari jahe--2 batang serai, ambil bagian putihnya saja--1,5 sdm ketumbar--1,5 sdt merica butiran--1/2 sdt jinten--Bumbu lainnya:--8 butir cengkeh--2 batang kayu manis--5 buah kapulaga--3 buah kembang lawang--8 lembar daun jeruk purut--7 lembar daun salam--5 ruas jari lengkuas, memarkan--4-5 sdm gula jawa--4 sdm air asam jawa--sesuai selera Garam--200 ml santan kemasan--Pelengkap:--1 batang Daun bawang , iris--sesuai selera Bawang goreng--sesuai selera Sambal--secukupnya Ketupat--",36,kambing
Nasi Goreng Kamyam,3 porsi nasi putih--8 bawang merah--6 bawang putih--5 cabai rawit--1 dada ayam suir--5 tusuk sate kambing suir--secukupnya garam penyedap rasa dan lada bubuk--,6,kambing
Gulai Rebung ala Mama,"1 kg Rebung, iris tipis--4 sdm Bumbu Dasar Kuning--1 sdt Bumbu Kambing bubuk--5 lembar Daun Jeruk--3 lembar Daun Salam--3 batang Sereh--1 lembar Daun Kunyit, ikat simpul--50 gram Cabe Merah, haluskan--Secukupnya Garam--2 sdm Gula--secukupnya Minyak Goreng untuk menumis--2-3 liter Santan dari 1 buah kelapa--",12,kambing
Tongseng quick n simple,"200 gr daging kambing atau sapi--1/4 buah kubis atau kol, iris--1 buah tomat dan irisan cabe merah secukupnya--Beberapa potong kecil nanas, jika suka (pengurang dosa kolesterol)--5 butir bawang merah, iris--2 siung bawang putih, iris--1 bungkus bumbu gulai instan--1 bungkus kecil santan--secukupnya  Gula, garam, penyedap (bila suka)--secukupnya Minyak goreng untuk menumis--sesuai selera Bawang goreng--sesuai selera Cabe rawit merah--",5,kambing
Sate Maranggi Purwakarta,"500 gr Daging Kambing/daging sapi has dalam (tenderloin)--Secukupnya Tusuk sate--💠 Bumbu halus :--5 butir bawang merah--2 siung bawang putih--1/4 sdt merica butiran--1 sdm ketumbar--2 cm lengkuas muda--1 cm jahe--2 cm kencur--1 buah cabe merah, buang bijinya--💠 Pelengkap marinade :--3 sdm air asam Jawa (sebisa mungkin buat hingga pekat)--5 sdm kecap manis--Secukupnya garam--💠 Sambal Kecap :--1/2 cup kecap manis--1 siung bawang putih goreng--7 butir merica goreng--3 buah cabe rawit--💠 Acar Tomat :--1 buah tomat besar--3 buah bawang merah--5 buah Cabe rawit--Secukupnya garam + gula--Secukupnya cuka makan--",11,kambing
Sayur asem tetelan (tulang),1/2 kg Tulang kambing (yang masih ada dagingnya)--7 siung bawang merah--1 siung bawang putih--15-20 biji Cabe rawit ( sesuai selera ?--1 ruas laos--Daun kedondong--2 buah tomat--,1,kambing
Kari Kentang,2 buah cabai merah--2 siung bawang merah--2 siung bawang putih--1/2 sdt kunyit bubuk--1 sdt garam--1/2 sdt merica--1 ruas jahe atau lengkuas--1 sdm gula pasir--1 sdm cabai bubuk--1/2 sdt kaldu bubuk (lebih bagus lagi kalo langsung pakai daging ayam/kambing hhe)--1 buah kentang (potong dadu)--2 lembar daun jeruk--2 batang sereh--65 ml santan kental--400 ml air--,15,kambing
》》 Tongseng Kreasi 《《,"sesuai selera Daging (boleh kambing/sapi/ayam)--1 batang sereh--3 lembar daun salam dan jeruk--1 bgks Santan / kara ---secukupnya  Kecap manis--1 kuntum Kubis/Kol--secukupnya  Air--1 Potongan  Nanas--sesuai selera Cabai Rawit--Bumbu Halus--4 siung  Bawang Putih--6 siung  Bawang Merah--2 Cm  Kunyit, Lengkuas, dan Jahe (bisa diukur sendiri pakai penggaris ya;D hhe)--sesuai selera Cabai keriting--1 sendok teh  merica, lada/ketumbar--secukupnya Garam--sedikit Penyedap Makanan--",1,kambing
Qabli Rice - Nasi Kabuli,1 kg Daging kambing muda dgn tulang - 90.000--350 gr Basmati Rice (2 cup beras) - 20.000--100 ml Susu segar / full cream - 1500--65 ml santan / kara kecil - 2.500--100 gr Cashew Nut - 10.000--50 gr Raisin - 8.000--5 siung Bawang Putih--7 siung Bawang Merah--2 sdm Ketumbar--1 sdm Jintan--3 biji Star Anise--1 stik Cinnamon--10 biji Cardamon--5 buah daun salam / 3 bay leaves--1/2 sdt klabat (bisa di skip)--3 sdm Bumbu Gulai--50 gr mentega--secukupnya Garam--sedikit Gula--,23,kambing
Es Krim Keto,"3/4 cup whipping cream--1/4 cup kefir, boleh sapi atau kambing--2 tetes stevia--1 tetes pasta strawberry--",25,kambing
Nasi Goreng Bumbu Sate,1 piring besar nasi putih--sate kambing (tusuknya dibuang)--1 butir telur--2 buah sosis sapi (potong-potong)--sedikit minyak sayur--mentimun untuk pelengkap--,3,kambing
Balado praktis sambal daging,1 kg daging sapi/ kambing--2 ons cabai rawit orange--2 buah tomat besar--5 siung bawang merah--4 siung bawang putih--1 bh jeruk nipis--3 sdt garam--1 sdt merica--3 sdt gula--500 ml minyak goreng--4 sdm minyak goreng untuk menumis--250 ml air--,11,kambing
🎋 Bakso Kornet Balado 🎋,#Bahan Bakso :--4 sdm Kornet Kaleng (Kambing)--5 sdm Tepung Kanji--2 sdm Tepung Terigu--2 sdt Ladaku--2 sdt Royco--Secukupnya Bawang Putih (Haluskan)--Secukupnya Air--#Bahan Balado :--5 biji Cabe Rawit--10 biji Cabe Kering (Rendam Pakai air hangat)--2 sdm Gula Pasir--2 sdt Royco--Secukupnya Bawang Merah--Secukupnya Bawang Putih--,10,kambing
Bubur syurbah / bubur arab,"1 kg daging kambing--500 ml beras--4 Litter air--100 ml havermut (opsi)--5 sdm minyak sayur--2 batang serai, memarkan--3 daun salam--5 daun jeruk--1 ruas jari lengkuas (iris dan geprek)--5 cengkeh--1 sdm garam--1 sdm penyedap rasa--1/2 sdm lada bubuk--1/2 sdm ketumbar bubuk--1/2 sdm kayu manis bubuk--1 sdt jinten bubuk--1 sdt pala bubuk--bumbu halus :--15 bawang merah--6 bawang putih--3 ruas kunyit (bakar terlebih dahulu)--2 ruas jahe--8 kapulaga--",12,kambing
Nasi Zurbiyan,nasi basmati--paha kambing--pasta tomat--tomat segar--bawang bombay--bumbu adabi/rempah--bawang putih--butter--,1,kambing
Chai Ji Kue,200 gr tepung beras--3 sdm tepung tapioka--5 sdm minyak sayur--2 sdt garam (sesuai selera)--250 gr daun kuchai (sesuai selera) potong 1/2-1cm--800 ml air--topping--200 gr ebi (rendam-cincang halus)--100 gr chaipow/lobak kering manis (cincang halus)--kecap asin secukupnya (cap kambing dua)👍--secukupnya penyedap rasa dan merica--2 bj bawang putih--,35,kambing
Kari ayam,"1/2 kg ayam,potong sesuai selera--2 buah kentang ukuran sedang,potong dadu--8 siung bawang merah,iris tipis,goreng,lalu tumbuk halus,sisihkan--1 kotak santan kara ukuran sedang--bumbu yg dihaluskan:--5 siung bawang putih--1 ruas kunyit--1 ruas jahe--1 sdm ketumbar--10 buah cabe merah--5 buah cabe rawit--2 sdm bumbu kari instan(me merk kambing no 1 cap udang)--bumbu pelengkap:--1 btg sereh geprek--2 lembar daun jeruk,--1 lembar daun salam,--jika ada daun kari lebih maknyus lagi rasanya,--",3,kambing
